"[run number]","scenario?","mut-rate-per-locus","mut-effect-size","type-organism","how-heritability?","how-mut-rate?","fitness-function","probability-recombination","env-variance","density-dependence-effect","level-autocorr","rate-change-of-optimum","rate-change-of-env-variance","time-to-balance","GA-m-rate","mutational-variance","method-for-MR","GA-variance","number-of-loci","heritability","beneficial-mutations","carrying-capacity","how-genetics?","evolving-mut-rate?","how-genetic-variance","how-mut-effect-size?","genetic-variance","population-size","time-limit","[step]","N","MR"
"94","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.25","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","1009","0.0021658801753111473"
"95","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.25","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","1037","3.810869993716495E-4"
"96","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.25","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","907","0.005952849838140298"
"97","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.25","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","926","0.004322576993137669"
"98","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.25","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","1009","0.008609093178864243"
"99","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.25","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","1015","0.003593350935698237"
"100","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.25","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","1000","8.279133290407208E-4"
"101","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","777","0.0018580832479526326"
"102","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","868","6.411127972900845E-4"
"103","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","927","0.0067435167315318895"
"104","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","969","0.0013721488809790815"
"105","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","866","0.0014026629593559227"
"106","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","736","0.004425920006105585"
"107","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","934","0.004418356227076743"
"108","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","962","0.003728997235661458"
"109","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","888","0.004811088224920787"
"110","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","928","0.007918520650388238"
"111","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","868","0.0015931876884044095"
"112","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","968","0.0030484335499912137"
"113","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","973","0.001498590233945885"
"114","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","952","0.002339075671489431"
"115","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","991","0.0022789675698258968"
"116","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","899","0.002016065575347257"
"117","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","1008","0.0013073365820505454"
"118","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","926","0.006179114253219855"
"119","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","926","0.00130993971346708"
"120","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","760","0.003269045263605131"
"121","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","637","9.885331254339798E-4"
"122","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","972","0.002672962279458713"
"123","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","597","0.003282009426452112"
"124","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","946","0.0032711699976636817"
"125","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","764","0.0023961234122014557"
"126","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","741","0.0010404579837864378"
"127","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","1000","1.6565374737112653E-4"
"128","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","977","0.004885726481558275"
"129","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","974","5.66596331215523E-4"
"130","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","1094","3.9595808051350224E-4"
"131","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","946","0.010533389593306701"
"132","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","1002","0.005765563304722144"
"133","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","915","0.0019536126724105573"
"134","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","925","0.002229627866598789"
"135","""climate-change""","0","0.2","""moderate""","""fixed-value""","""random""","""negative-exponential""","0.5","1","""normal""","0","0","0","100","0","0.01","""exponent""","0","1","1","0.4","1000","""explicit""","""only-mut-rate""","""parental-level""","""input-value""","0.2","1000","200","300","1010","0.0011558996223547575"
